date,state,latitude,longitude,temp_max,temp_min,temp_mean,temp_max_source,temp_min_source,temp_mean_source,precipitation,humidity,solar_radiation,data_source,temp_range,gdd,precipitation_7d_sum,heat_stress_days,et_proxy,water_availability_index,year,month,state_normalized,yield_proxy,temp_mean_main,precipitation_main,solar_radiation_main,soil_ph,Fpar,NDVI,Lai
2016-01-08,Chandigarh,29.05,76.08,24.5,11.22,,nasa_power,nasa_power,nasa_power,,39.14,9.09,nasa_power,13.28,,0.0,0,0.0909,,2016,1,Chandigarh,,,,,,,,
2016-01-09,Chandigarh,29.05,76.08,23.38,7.55,,nasa_power,nasa_power,nasa_power,,38.57,13.81,nasa_power,15.829999999999998,,0.0,0,0.1381,,2016,1,Chandigarh,,,,,,,,
2016-01-10,Chandigarh,29.05,76.08,24.9,8.63,,nasa_power,nasa_power,nasa_power,,36.06,13.17,nasa_power,16.269999999999996,,0.0,0,0.1317,,2016,1,Chandigarh,,,,,,,,
2016-01-11,Chandigarh,29.05,76.08,25.44,8.48,,nasa_power,nasa_power,nasa_power,,34.13,11.98,nasa_power,16.96,,0.0,0,0.1198,,2016,1,Chandigarh,,,,,,,,
2016-01-12,Chandigarh,29.05,76.08,25.88,8.71,,nasa_power,nasa_power,nasa_power,,31.06,11.48,nasa_power,17.169999999999998,,0.0,0,0.1148,,2016,1,Chandigarh,,,,,,,,
2016-01-13,Chandigarh,29.05,76.08,23.21,9.88,,nasa_power,nasa_power,nasa_power,,37.48,9.37,nasa_power,13.33,,0.0,0,0.0936999999999999,,2016,1,Chandigarh,,,,,,,,
2016-01-14,Chandigarh,29.05,76.08,18.95,8.56,,nasa_power,nasa_power,nasa_power,,43.96,6.47,nasa_power,10.39,,0.0,0,0.0647,,2016,1,Chandigarh,,,,,,,,
2016-01-15,Chandigarh,29.05,76.08,21.45,6.32,,nasa_power,nasa_power,nasa_power,,46.82,6.46,nasa_power,15.13,,0.0,0,0.0646,,2016,1,Chandigarh,,,,,,,,
2016-01-16,Chandigarh,29.05,76.08,21.92,5.46,,nasa_power,nasa_power,nasa_power,,43.96,7.23,nasa_power,16.46,,0.0,0,0.0723,,2016,1,Chandigarh,,,,,,,,
2016-01-17,Chandigarh,29.05,76.08,21.65,7.95,,nasa_power,nasa_power,nasa_power,,31.15,10.92,nasa_power,13.7,,0.0,0,0.1092,,2016,1,Chandigarh,,,,,,,,
2016-01-18,Chandigarh,29.05,76.08,22.13,7.98,,nasa_power,nasa_power,nasa_power,,27.54,7.97,nasa_power,14.15,,0.0,0,0.0797,,2016,1,Chandigarh,,,,,,,,
2016-01-19,Chandigarh,29.05,76.08,21.0,7.07,,nasa_power,nasa_power,nasa_power,,27.63,8.11,nasa_power,13.93,,0.0,0,0.0810999999999999,,2016,1,Chandigarh,,,,,,,,
2016-01-20,Chandigarh,29.05,76.08,20.57,5.4,,nasa_power,nasa_power,nasa_power,,34.2,6.88,nasa_power,15.17,,0.0,0,0.0688,,2016,1,Chandigarh,,,,,,,,
2016-01-21,Chandigarh,29.05,76.08,21.38,4.29,,nasa_power,nasa_power,nasa_power,,27.66,10.21,nasa_power,17.09,,0.0,0,0.1021,,2016,1,Chandigarh,,,,,,,,
2016-01-22,Chandigarh,29.05,76.08,22.33,6.01,,nasa_power,nasa_power,nasa_power,,21.0,7.66,nasa_power,16.32,,0.0,0,0.0766,,2016,1,Chandigarh,,,,,,,,
